,Unnamed: 0,X,Y,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,Surface Cond Desc,Atmosph Cond Desc,no_male_driver,no_female_driver,avg_age_male,avg_age_female,year
54,54,145.75677295912647,-37.98342050212533,T20140001690,2014-01-25,15,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,BAW BAW,EASTERN REGION,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,22.0,,2014
55,55,145.2112608702117,-38.03519010741017,T20140002039,2014-01-31,9,No,Collision with vehicle,Friday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Not at intersection,Fatal accident,80,No,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,0,0,0,Arterial Highway,Arterial Highway,Divided,Div,Metro,Dry,Clear,2,0,58.5,,2014
56,56,146.01087932138753,-38.41084021051185,T20140002406,2014-02-05,11,No,Collision with vehicle,Wednesday,HEAD ON(OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,3,2,1,1,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,1,62.0,23.0,2014
57,57,146.01087932138753,-38.41084021051185,T20140002406,2014-02-05,11,No,Collision with vehicle,Wednesday,HEAD ON(OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,3,2,1,1,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Strong winds,1,1,62.0,23.0,2014
58,58,145.3778014069868,-37.974410651754134,T20140002781,2014-02-10,11,No,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Not known,Day,Not at intersection,Fatal accident,70,Yes,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,48.0,,2014
59,59,143.89294998835874,-35.854634339495774,T20140001707,2014-01-25,23,Yes,Fall from or in moving vehicle,Saturday,FELL IN/FROM VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,GANNAWARRA,NORTHERN REGION,4,1,1,0,0,3,4,0,0,3,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,31.0,,2014
60,60,144.78987843328468,-37.72763517562128,T20140002796,2014-02-10,0,Yes,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,T intersection,Fatal accident,70,Yes,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,3,3,1,2,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro,Dry,Clear,1,0,21.0,,2014
61,61,143.6476961363559,-38.316100701552735,T20140001744,2014-01-26,0,Yes,Struck Pedestrian,Sunday,PED WALKING WITH TRAFFIC,No,Dark No street lights,Cross intersection,Fatal accident,100,No,Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country,Dry,Clear,0,1,,24.0,2014
62,62,145.42473126306453,-37.511719688925155,T20140002082,2014-01-31,17,Yes,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2,2,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,Yes,0,2,0,2,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,0,2,,38.0,2014
63,63,146.91287024572537,-36.1697491555549,T20140002088,2014-01-31,15,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,WODONGA,NORTH EASTERN REGION,3,3,2,1,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,40.0,,2014
64,64,146.91287024572537,-36.1697491555549,T20140002088,2014-01-31,15,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,WODONGA,NORTH EASTERN REGION,3,3,2,1,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,40.0,,2014
65,65,144.93899924070152,-37.81071916134872,T20140002126,2014-02-01,10,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,T intersection,Fatal accident,70,No,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,3,2,1,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,Dry,Clear,2,0,32.5,,2014
66,66,142.87324222287472,-37.39034153910121,T20140001034,2014-01-16,15,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,ARARAT,WESTERN REGION,6,6,1,0,5,0,1,5,0,5,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,0,1,,65.0,2014
67,67,145.3261600013351,-36.43790935431504,T20140001438,2014-01-23,3,Yes,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,5,5,1,3,1,0,2,3,0,4,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,0,1,,18.0,2014
68,68,144.15106102395674,-37.584708962058336,T20140001123,2014-01-17,21,Yes,Struck Pedestrian,Friday,PED WALKING WITH TRAFFIC,No,Dark No street lights,Not at intersection,Fatal accident,110,No,Non-Intersection,MOORABOOL,WESTERN REGION,6,1,1,0,0,5,3,2,0,0,5,1,0,0,0,0,0,0,0,0,No,0,5,3,2,0,0,Freeway,Freeway,Divided,Div,Country,Dry,Clear,3,1,49.0,39.0,2014
69,69,145.3084084046267,-37.79972980512364,T20140001132,2014-01-18,6,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,T intersection,Fatal accident,50,Yes,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,35.0,,2014
70,70,145.08824772812417,-37.892854666163494,T20140000787,2014-01-12,23,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Cross intersection,Fatal accident,80,No,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,7,7,3,4,0,0,5,2,0,4,2,1,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Highway,Arterial Highway,Divided,Div,Metro,Dry,Clear,2,0,32.0,,2014
71,71,145.08824772812417,-37.892854666163494,T20140000787,2014-01-12,23,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Cross intersection,Fatal accident,80,No,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,7,7,3,4,0,0,5,2,0,4,2,1,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Highway,Arterial Highway,Divided,Div,Metro,Dry,Clear,2,0,32.0,,2014
72,72,145.08824772812417,-37.892854666163494,T20140000787,2014-01-12,23,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Cross intersection,Fatal accident,80,No,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,7,7,3,4,0,0,5,2,0,4,2,1,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Highway,Arterial Highway,Divided,Div,Metro,Dry,Clear,2,0,32.0,,2014
73,73,144.7348552710727,-37.74040937566494,T20140001199,2014-01-19,15,No,Collision with vehicle,Sunday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Not at intersection,Fatal accident,50,No,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,3,0,2,1,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,22.0,,2014
74,74,145.47857023862983,-36.60687108616568,T20140000813,2014-01-13,18,Yes,Vehicle overturned (no collision),Monday,OFF CARRIAGEWAY TO LEFT,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,8,8,2,5,1,0,8,0,0,7,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,51.0,,2014
75,75,145.47857023862983,-36.60687108616568,T20140000813,2014-01-13,18,Yes,Vehicle overturned (no collision),Monday,OFF CARRIAGEWAY TO LEFT,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,8,8,2,5,1,0,8,0,0,7,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,51.0,,2014
76,76,142.86807969690892,-38.38890172796526,T20140000874,2014-01-14,11,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Smoke,1,0,53.0,,2014
77,77,144.5972716630176,-37.38125051945778,T20140000471,2014-01-08,15,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,60,No,Non-Intersection,MACEDON RANGES,NORTHERN REGION,2,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,Yes,0,2,0,1,1,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,1,42.0,37.0,2014
78,78,145.1250378321785,-38.08872018949139,T20140000489,2014-01-08,22,Yes,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Not at intersection,Fatal accident,70,No,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2,2,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Metro,Dry,Clear,1,1,52.0,50.0,2014
79,79,144.97987165319438,-37.87417610911543,T20140001356,2014-01-21,16,No,Collision with vehicle,Tuesday,OTHER ON PATH,Yes,Day,Cross intersection,Fatal accident,40,No,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,5,1,1,0,0,4,2,3,0,2,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,Dry,Clear,1,1,18.0,55.0,2014
80,80,140.99080067843744,-37.84448689674778,T20140013485,2014-06-30,16,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Not at intersection,Fatal accident,100,Yes,Non-Intersection,GLENELG,SOUTH WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,1,0,50.0,,2014
81,81,145.13439042166902,-37.681938363500656,T20140013494,2014-07-01,1,Yes,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Not at intersection,Fatal accident,60,Yes,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2,2,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Wet,Clear,1,0,26.0,,2014
82,82,142.0911698538768,-34.22501046778771,T20140013151,2014-06-25,21,Yes,Collision with a fixed object,Wednesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,T intersection,Fatal accident,100,Yes,Intersection,MILDURA,WESTERN REGION,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,0,1,0,0,1,0,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country,Dry,Not known,1,0,31.0,,2014
83,83,144.73985736270026,-37.655150815305426,T20140013156,2014-06-26,5,Yes,Struck Pedestrian,Thursday,PED WALKING WITH TRAFFIC,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,1,1,0,0,0,Freeway,Freeway,Divided,Div,Metro,Dry,Clear,1,0,42.0,,2014
84,84,149.579769852534,-37.48190633592575,T20140012367,2014-06-15,9,Yes,Collision with a fixed object,Sunday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,3,3,1,2,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Wet,Raining,1,0,34.0,,2014
85,85,145.68168997955402,-36.099077519683455,T20140013188,2014-06-26,13,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MOIRA,NORTH EASTERN REGION,7,5,2,2,1,2,5,2,0,3,4,0,0,0,0,0,0,0,1,0,No,0,4,1,3,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,4,0,56.75,,2014
86,86,145.68168997955402,-36.099077519683455,T20140013188,2014-06-26,13,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MOIRA,NORTH EASTERN REGION,7,5,2,2,1,2,5,2,0,3,4,0,0,0,0,0,0,0,1,0,No,0,4,1,3,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,4,0,56.75,,2014
87,87,143.8396788454277,-37.593510017670944,T20140013605,2014-07-02,15,No,Collision with vehicle,Wednesday,OTHER ON PATH,No,Day,Not at intersection,Fatal accident,50,No,Non-Intersection,BALLARAT,WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,92.0,,2014
88,88,143.2378653380639,-38.076040690595505,T20140012850,2014-06-22,6,Yes,Struck Pedestrian,Sunday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,1,1,0,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,53.0,,2014
89,89,144.28505768750142,-36.762901689021135,T20140012485,2014-06-17,12,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Not at intersection,Fatal accident,50,No,Non-Intersection,BENDIGO,NORTHERN REGION,3,1,1,0,0,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,52.0,,2014
90,90,142.1113920112944,-38.13617417719832,T20140013279,2014-06-27,21,Yes,collision with some other object,Friday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,MOYNE,SOUTH WESTERN REGION,8,4,3,0,1,4,6,2,0,5,1,2,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Wet,Raining,1,0,49.0,,2014
91,91,142.1113920112944,-38.13617417719832,T20140013279,2014-06-27,21,Yes,collision with some other object,Friday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,MOYNE,SOUTH WESTERN REGION,8,4,3,0,1,4,6,2,0,5,1,2,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Wet,Raining,1,0,49.0,,2014
92,92,142.1113920112944,-38.13617417719832,T20140013279,2014-06-27,21,Yes,collision with some other object,Friday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,MOYNE,SOUTH WESTERN REGION,8,4,3,0,1,4,6,2,0,5,1,2,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Wet,Raining,1,0,49.0,,2014
93,93,142.1113920112944,-38.13617417719832,T20140013279,2014-06-27,21,Yes,collision with some other object,Friday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,MOYNE,SOUTH WESTERN REGION,8,4,3,0,1,4,6,2,0,5,1,2,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Wet,Strong winds,1,0,49.0,,2014
94,94,142.1113920112944,-38.13617417719832,T20140013279,2014-06-27,21,Yes,collision with some other object,Friday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,MOYNE,SOUTH WESTERN REGION,8,4,3,0,1,4,6,2,0,5,1,2,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Wet,Strong winds,1,0,49.0,,2014
95,95,142.1113920112944,-38.13617417719832,T20140013279,2014-06-27,21,Yes,collision with some other object,Friday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,MOYNE,SOUTH WESTERN REGION,8,4,3,0,1,4,6,2,0,5,1,2,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Wet,Strong winds,1,0,49.0,,2014
96,96,144.54613425514626,-37.43671233601084,T20140013315,2014-06-28,5,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,T intersection,Fatal accident,100,Yes,Intersection,MACEDON RANGES,NORTHERN REGION,4,3,1,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Wet,Raining,0,0,,,2014
97,97,144.78551241585555,-37.827060200573094,T20140013740,2014-07-04,4,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Not at intersection,Fatal accident,70,Yes,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Arterial Other,Arterial Other,Divided,Div,Metro,Dry,Clear,1,0,26.0,,2014
98,98,145.03833841562783,-37.9585297955118,T20140017747,2014-08-27,12,No,Collision with vehicle,Wednesday,U TURN,No,Day,Not at intersection,Fatal accident,60,No,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,1,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,2,0,60.5,,2014
99,99,145.97805187708946,-38.45075096322113,T20140018160,2014-09-01,23,Yes,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Unk.,Not at intersection,Fatal accident,100,No,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,3,3,1,2,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Wet,Raining,1,1,64.0,20.0,2014
100,100,145.24633375805115,-37.431932073682816,T20140018581,2014-09-07,13,No,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,1,68.0,54.0,2014
101,101,145.40679945763662,-37.935119465948,T20140018634,2014-09-08,5,Yes,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,80,Yes,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,1,0,26.0,,2014
102,102,145.50687269224966,-37.984792271189896,T20140017477,2014-08-23,16,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,90,No,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,3,1,1,0,0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,2,0,29.0,,2014
103,103,144.65305051291818,-36.61576000095413,T20140014193,2014-07-10,6,No,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Not at intersection,Fatal accident,100,Yes,Non-Intersection,CAMPASPE,NORTHERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,1,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Not known,1,0,33.0,,2014
104,104,144.34927987181274,-38.164701807262006,T20140014216,2014-07-10,14,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,50,No,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,1,73.0,23.0,2014
105,105,145.03195175152098,-37.663279309137714,T20140014697,2014-07-17,2,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Not at intersection,Fatal accident,70,Yes,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Divided,Div,Metro,Dry,Clear,1,0,25.0,,2014
106,106,145.08278675526898,-37.805339603294975,T20140013986,2014-07-07,19,Yes,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Not at intersection,Fatal accident,60,No,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,3,1,1,0,0,2,2,1,0,0,2,1,0,0,0,0,0,1,1,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,1,1,80.0,43.0,2014
107,107,144.24029158119484,-37.210059401449776,T20140014382,2014-07-12,12,No,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,HEPBURN,WESTERN REGION,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,59.0,,2014
108,108,144.84221303523677,-37.651609412443534,T20140015197,2014-07-23,17,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Dusk/Dawn,Not at intersection,Fatal accident,100,No,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,4,3,2,1,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,Freeway,Freeway,Undivided,Undiv,Metro,Dry,Clear,3,0,39.333333333333336,,2014
109,109,144.84221303523677,-37.651609412443534,T20140015197,2014-07-23,17,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Dusk/Dawn,Not at intersection,Fatal accident,100,No,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,4,3,2,1,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,Freeway,Freeway,Undivided,Undiv,Metro,Dry,Clear,3,0,39.333333333333336,,2014
